,Manufacturer,Model,Engine_Capacity,Fuel_Type,Emissions_CO_[mg/km],Annual_fuel_Cost_10000_Miles
494,FORD,FORD Mondeo,1995,Diesel,74,1006
495,FORD,FORD Mondeo,1995,Diesel,67,1066
496,FORD,FORD Mondeo,1995,Diesel,87,1066
497,FORD,FORD Mondeo,1995,Diesel,47,1127
498,FORD,FORD Mondeo,1995,Diesel,74,1167
499,FORD,FORD Mondeo,1995,Diesel,67,1268
500,FORD,FORD Mondeo,1995,Diesel,87,1268
501,FORD,FORD Mondeo,1995,Diesel,47,1347
502,FORD,FORD Mustang,5038,Petrol,238,2183
503,FORD,FORD Mustang,5038,Petrol,238,2254
504,FORD,FORD Mustang,5038,Petrol,294,2302
505,FORD,FORD Mustang,5038,Petrol,294,2361
506,FORD,FORD Mustang,5038,Petrol,238,2183
507,FORD,FORD Mustang,5038,Petrol,238,2254
508,FORD,FORD Mustang,5038,Petrol,294,2302
509,FORD,FORD Mustang,5038,Petrol,294,2361
510,FORD,FORD Mustang,5038,Petrol,242,2282
511,FORD,FORD Mustang,5038,Petrol,383,2413
512,FORD,FORD Mustang,2261,Petrol,698,1792
513,FORD,FORD Mustang,2261,Petrol,893,1735
514,FORD,FORD Mustang,5038,Petrol,187,2302
515,FORD,FORD Mustang,5038,Petrol,712,2254
516,FORD,FORD Mustang,5038,Petrol,243,2361
517,FORD,FORD Mustang,5038,Petrol,813,2183
518,FORD,FORD Mustang,5038,Petrol,276,2302
519,FORD,FORD New,1499,Diesel,42,946
520,FORD,FORD New,1499,Diesel,40,1047
521,FORD,FORD New,1499,Diesel,42,1066
522,FORD,FORD New,1499,Diesel,40,1186
523,FORD,FORD New,1496,Petrol,319,1265
524,FORD,FORD New,1496,Petrol,319,1362
525,FORD,FORD New,1995,Diesel,241,1146
526,FORD,FORD New,1995,Diesel,241,1289
527,FORD,FORD New,1995,Hybrid_Electric,217,966
528,FORD,FORD New,1995,Hybrid_Electric,217,1106
529,FORD,FORD New,2488,Hybrid_Electric,205,1052
530,FORD,FORD New,2488,Hybrid_Electric,205,1246
531,FORD,FORD New,1499,Diesel,42,946
532,FORD,FORD New,1499,Diesel,40,1047
533,FORD,FORD New,1499,Diesel,42,1066
534,FORD,FORD New,1499,Diesel,40,1186
535,FORD,FORD New,1496,Petrol,319,1265
536,FORD,FORD New,1496,Petrol,319,1362
537,FORD,FORD New,1995,Diesel,241,1146
538,FORD,FORD New,1995,Diesel,241,1289
539,FORD,FORD New,1995,Hybrid_Electric,217,966
540,FORD,FORD New,1995,Hybrid_Electric,217,1106
541,FORD,FORD New,2488,Hybrid_Electric,205,1052
542,FORD,FORD New,2488,Hybrid_Electric,205,1246
543,FORD,FORD Puma,999,Hybrid_Electric,332,1013
544,FORD,FORD Puma,999,Hybrid_Electric,389,1052
545,FORD,FORD Puma,999,Hybrid_Electric,377,1090
546,FORD,FORD Puma,999,Hybrid_Electric,362,1110
547,FORD,FORD Puma,999,Hybrid_Electric,332,1168
548,FORD,FORD Puma,999,Hybrid_Electric,389,1188
549,FORD,FORD Puma,999,Hybrid_Electric,377,1207
550,FORD,FORD Puma,999,Hybrid_Electric,362,1246
551,FORD,FORD Puma,1496,Petrol,416,1325
552,FORD,FORD Puma,999,Petrol,318,1109
553,FORD,FORD Puma,999,Petrol,381,1168
554,FORD,FORD Puma,999,Petrol,318,1265
555,FORD,FORD Puma,999,Petrol,381,1325
556,FORD,FORD Puma,999,Hybrid_Electric,245,1071
557,FORD,FORD Puma,999,Hybrid_Electric,292,1071
558,FORD,FORD Puma,999,Hybrid_Electric,245,1207
559,FORD,FORD Puma,999,Hybrid_Electric,292,1207
560,FORD,FORD Puma,1496,Petrol,416,1325
561,FORD,FORD S-MAX,1995,Diesel,63,1206
562,FORD,FORD S-MAX,1995,Diesel,48,1289
563,FORD,FORD S-MAX,1995,Diesel,50,1289
564,FORD,FORD S-MAX,1995,Diesel,44,1306
565,FORD,FORD S-MAX,1995,Diesel,63,1347
566,FORD,FORD S-MAX,1995,Diesel,50,1450
567,FORD,FORD S-MAX,1995,Diesel,48,1450
568,FORD,FORD S-MAX,1995,Diesel,44,1507
569,FORD,FORD S-MAX,2488,Hybrid_Electric,307,1246
570,FORD,FORD S-MAX,2488,Hybrid_Electric,307,1305
571,FORD,FORD S-MAX,1995,Diesel,61,1206
572,FORD,FORD S-MAX,1995,Diesel,59,1289
573,FORD,FORD S-MAX,1995,Diesel,46,1289
574,FORD,FORD S-MAX,1995,Diesel,37,1369
575,FORD,FORD S-MAX,1995,Diesel,61,1369
576,FORD,FORD S-MAX,1995,Diesel,46,1407
577,FORD,FORD S-MAX,1995,Diesel,59,1407
578,FORD,FORD S-MAX,1995,Diesel,37,1488
579,FORD,FORD Tourneo,1499,Diesel,45,1087
580,FORD,FORD Tourneo,1499,Diesel,45,1087
581,FORD,FORD Tourneo,1499,Diesel,40,1167
582,FORD,FORD Tourneo,1499,Diesel,40,1167
583,FORD,FORD Tourneo,1499,Diesel,45,1289
584,FORD,FORD Tourneo,1499,Diesel,45,1289
585,FORD,FORD Tourneo,1499,Diesel,40,1389
586,FORD,FORD Tourneo,1499,Diesel,40,1389
587,FORD,FORD Tourneo,1499,Diesel,42,1106
588,FORD,FORD Tourneo,1499,Diesel,44,1127
589,FORD,FORD Tourneo,1499,Diesel,37,1246
590,FORD,FORD Tourneo,1499,Diesel,53,1289
591,FORD,FORD Tourneo,1499,Diesel,42,1306
592,FORD,FORD Tourneo,1499,Diesel,44,1328
593,FORD,FORD Tourneo,1499,Diesel,53,1407
594,FORD,FORD Tourneo,1499,Diesel,37,1428
595,FORD,FORD Tourneo,1499,Diesel,116,1047
596,FORD,FORD Tourneo,1499,Diesel,116,1146
597,FORD,FORD Tourneo,998,Petrol,337,1285
598,FORD,FORD Tourneo,998,Petrol,337,1382
599,FORD,FORD Tourneo,998,Petrol,149,1206
600,FORD,FORD Tourneo,998,Petrol,149,1345
601,FORD,FORD Tourneo,1499,Diesel,113,1066
602,FORD,FORD Tourneo,1499,Diesel,113,1167
603,FORD,FORD Tourneo,1499,Diesel,116,1047
604,FORD,FORD Tourneo,1499,Diesel,116,1146
605,FORD,FORD Tourneo,1995,Diesel,117,1167
606,FORD,FORD Tourneo,1995,Diesel,117,1167
607,FORD,FORD Tourneo,1995,Diesel,69,1268
608,FORD,FORD Tourneo,1995,Diesel,69,1268
609,FORD,FORD Tourneo,1995,Diesel,117,2169
610,FORD,FORD Tourneo,1995,Diesel,117,2169
611,FORD,FORD Tourneo,1995,Diesel,69,2291
612,FORD,FORD Tourneo,1995,Diesel,69,2291
613,FORD,FORD Tourneo,1995,Diesel,85,1127
614,FORD,FORD Tourneo,1995,Diesel,85,2136
615,FORD,FORD Tourneo,1995,Hybrid_Electric,114,1127
616,FORD,FORD Tourneo,1995,Hybrid_Electric,114,2032
617,FORD,FORD Tourneo,1995,Diesel,117,1167
618,FORD,FORD Tourneo,1995,Diesel,117,2169
619,FORD,FORD Tourneo,1995,Hybrid_Electric,96,1106
620,FORD,FORD Tourneo,1995,Hybrid_Electric,96,2112
621,FORD,FORD Tourneo,1995,Hybrid_Electric,96,1106
622,FORD,FORD Tourneo,1995,Hybrid_Electric,96,2112
623,FORD,FORD Tourneo,1995,Diesel,168,1450
624,FORD,FORD Tourneo,1995,Diesel,168,1450
625,FORD,FORD Tourneo,1995,Diesel,152,1570
626,FORD,FORD Tourneo,1995,Diesel,152,1570
627,FORD,FORD Tourneo,1995,Diesel,168,1793
628,FORD,FORD Tourneo,1995,Diesel,168,1793
629,FORD,FORD Tourneo,1995,Diesel,152,1913
630,FORD,FORD Tourneo,1995,Diesel,152,1913
631,FORD,FORD Tourneo,1995,Diesel,170,1450
632,FORD,FORD Tourneo,1995,Diesel,170,1770
633,FORD,FORD Tourneo,1995,Hybrid_Electric,153,1408
634,FORD,FORD Tourneo,1995,Hybrid_Electric,153,1750
635,FORD,FORD Tourneo,1995,Diesel,168,1450
636,FORD,FORD Tourneo,1995,Diesel,168,1793
637,FORD,FORD Tourneo,1995,Hybrid_Electric,157,1408
638,FORD,FORD Tourneo,1995,Hybrid_Electric,157,1710
639,FORD,FORD Tourneo,1995,Hybrid_Electric,157,1408
640,FORD,FORD Tourneo,1995,Hybrid_Electric,157,1710
641,GENESIS,GENESIS G70,1998,Petrol,258,1558
642,GENESIS,GENESIS G70,2199,Diesel,54,1268
643,GENESIS,GENESIS G70,1998,Petrol,258,1558
644,GENESIS,GENESIS G70,2199,Diesel,54,1268
645,GENESIS,GENESIS G70,1998,Petrol,258,1657
646,GENESIS,GENESIS G70,2199,Diesel,54,1306
647,GENESIS,GENESIS G80,2151,Diesel,111,1300
648,GENESIS,GENESIS G80,2497,Petrol,336,1803
649,GENESIS,GENESIS G80,2151,Diesel,111,1300
650,GENESIS,GENESIS G80,2497,Petrol,336,1803
651,GENESIS,GENESIS GV70,2151,Diesel,48,1468
652,GENESIS,GENESIS GV70,2497,Petrol,120,1890
653,GENESIS,GENESIS GV70,2151,Diesel,48,1468
654,GENESIS,GENESIS GV70,2497,Petrol,120,1890
655,GENESIS,GENESIS GV70,2151,Diesel,48,1468
656,GENESIS,GENESIS GV70,2497,Petrol,120,1890
657,GENESIS,GENESIS GV80,2497,Petrol,283,2108
658,GENESIS,GENESIS GV80,2996,Diesel,265,1717
659,GENESIS,GENESIS GV80,2497,Petrol,283,2174
660,GENESIS,GENESIS GV80,2996,Diesel,265,1804
661,GENESIS,GENESIS GV80,2497,Petrol,283,2108
662,GENESIS,GENESIS GV80,2996,Diesel,265,1717
663,GENESIS,GENESIS GV80,2497,Petrol,283,2174
664,GENESIS,GENESIS GV80,2996,Diesel,265,1804
665,HONDA,HONDA Civic,988,Petrol,410,1206
666,HONDA,HONDA Civic,988,Petrol,410,1206
667,HONDA,HONDA Civic,988,Petrol,410,1228
668,HONDA,HONDA Civic,988,Petrol,410,1228
669,HONDA,HONDA Civic,988,Petrol,410,1228
670,HONDA,HONDA Civic,988,Petrol,410,1228
671,HONDA,HONDA Civic,988,Petrol,410,1228
672,HONDA,HONDA Civic,988,Petrol,410,1228
673,HONDA,HONDA Civic,988,Petrol,410,1228
674,HONDA,HONDA Civic,988,Petrol,304,1303
675,HONDA,HONDA Civic,988,Petrol,304,1303
676,HONDA,HONDA Civic,988,Petrol,304,1325
677,HONDA,HONDA Civic,988,Petrol,304,1325
678,HONDA,HONDA Civic,988,Petrol,304,1325
679,HONDA,HONDA Civic,988,Petrol,304,1325
680,HONDA,HONDA Civic,988,Petrol,304,1325
681,HONDA,HONDA Civic,988,Petrol,304,1325
682,HONDA,HONDA Civic,988,Petrol,304,1325
683,HONDA,HONDA Civic,988,Petrol,304,1345
684,HONDA,HONDA Civic,988,Petrol,304,1345
685,HONDA,HONDA Civic,988,Petrol,304,1247
686,HONDA,HONDA Civic,988,Petrol,410,1206
687,HONDA,HONDA Civic,988,Petrol,410,1206
688,HONDA,HONDA Civic,988,Petrol,410,1228
689,HONDA,HONDA Civic,988,Petrol,410,1228
690,HONDA,HONDA Civic,988,Petrol,410,1228
691,HONDA,HONDA Civic,988,Petrol,410,1228
692,HONDA,HONDA Civic,988,Petrol,410,1247
693,HONDA,HONDA Civic,988,Petrol,304,1303
694,HONDA,HONDA Civic,988,Petrol,304,1303
695,HONDA,HONDA Civic,988,Petrol,304,1325
696,HONDA,HONDA Civic,988,Petrol,304,1325
697,HONDA,HONDA Civic,988,Petrol,304,1325
698,HONDA,HONDA Civic,988,Petrol,304,1345
699,HONDA,HONDA Civic,988,Petrol,304,1345
700,HONDA,HONDA Civic,988,Petrol,410,1109
701,HONDA,HONDA Civic,988,Petrol,304,1168
702,HONDA,HONDA Civic,988,Petrol,410,1148
703,HONDA,HONDA Civic,988,Petrol,410,1168
704,HONDA,HONDA Civic,988,Petrol,410,1168
705,HONDA,HONDA Civic,988,Petrol,304,1228
706,HONDA,HONDA Civic,988,Petrol,304,1247
707,HONDA,HONDA Civic,988,Petrol,304,1247
708,HONDA,HONDA Civic,988,Petrol,410,1168
709,HONDA,HONDA Civic,988,Petrol,410,1188
710,HONDA,HONDA Civic,988,Petrol,410,1188
711,HONDA,HONDA Civic,988,Petrol,410,1188
712,HONDA,HONDA Civic,988,Petrol,410,1188
713,HONDA,HONDA Civic,988,Petrol,410,1188
714,HONDA,HONDA Civic,988,Petrol,410,1188
715,HONDA,HONDA Civic,988,Petrol,410,1206
716,HONDA,HONDA Civic,988,Petrol,304,1247
717,HONDA,HONDA Civic,988,Petrol,304,1265
718,HONDA,HONDA Civic,988,Petrol,304,1265
719,HONDA,HONDA Civic,988,Petrol,304,1265
720,HONDA,HONDA Civic,988,Petrol,304,1265
721,HONDA,HONDA Civic,988,Petrol,304,1265
722,HONDA,HONDA Civic,988,Petrol,304,1285
723,HONDA,HONDA Civic,988,Petrol,304,1285
724,HONDA,HONDA Civic,988,Petrol,304,1285
725,HONDA,HONDA Civic,988,Petrol,410,1188
726,HONDA,HONDA Civic,988,Petrol,410,1188
727,HONDA,HONDA Civic,988,Petrol,410,1188
728,HONDA,HONDA Civic,988,Petrol,410,1188
729,HONDA,HONDA Civic,988,Petrol,410,1188
730,HONDA,HONDA Civic,988,Petrol,410,1188
731,HONDA,HONDA Civic,988,Petrol,410,1206
732,HONDA,HONDA Civic,988,Petrol,410,1206
733,HONDA,HONDA Civic,988,Petrol,410,1206
734,HONDA,HONDA Civic,988,Petrol,410,1206
735,HONDA,HONDA Civic,988,Petrol,410,1206
736,HONDA,HONDA Civic,988,Petrol,304,1265
737,HONDA,HONDA Civic,988,Petrol,304,1265
738,HONDA,HONDA Civic,988,Petrol,304,1265
739,HONDA,HONDA Civic,988,Petrol,304,1285
740,HONDA,HONDA Civic,988,Petrol,304,1285
741,HONDA,HONDA Civic,988,Petrol,304,1285
742,HONDA,HONDA Civic,988,Petrol,304,1285
743,HONDA,HONDA Civic,988,Petrol,304,1285
744,HONDA,HONDA Civic,988,Petrol,304,1285
745,HONDA,HONDA Civic,988,Petrol,304,1285
746,HONDA,HONDA Civic,988,Petrol,304,1285
747,HONDA,HONDA Civic,1498,Petrol,228,1188
748,HONDA,HONDA Civic,1498,Petrol,228,1188
749,HONDA,HONDA Civic,1498,Petrol,228,1188
750,HONDA,HONDA Civic,1498,Petrol,187,1285
751,HONDA,HONDA Civic,1498,Petrol,187,1285
752,HONDA,HONDA Civic,1498,Petrol,187,1303
753,HONDA,HONDA Civic,1597,Diesel,84,925
754,HONDA,HONDA Civic,1597,Diesel,84,946
755,HONDA,HONDA Civic,1597,Diesel,84,946
756,HONDA,HONDA Civic,1597,Diesel,84,946
757,HONDA,HONDA Civic,1597,Diesel,84,905
758,HONDA,HONDA Civic,1597,Diesel,84,905
759,HONDA,HONDA Civic,1597,Diesel,84,905
760,HONDA,HONDA Civic,1597,Diesel,84,905
761,HONDA,HONDA Civic,1597,Diesel,84,905
762,HONDA,HONDA Civic,1597,Diesel,84,905
763,HONDA,HONDA Civic,1597,Diesel,84,905
764,HONDA,HONDA Civic,1597,Diesel,84,905
765,HONDA,HONDA Civic,1597,Diesel,84,925
766,HONDA,HONDA Civic,1597,Diesel,84,925
767,HONDA,HONDA Civic,1597,Diesel,84,925
768,HONDA,HONDA Civic,1597,Diesel,84,925
769,HONDA,HONDA Civic,1996,Petrol,302,1657
770,HONDA,HONDA Civic,1996,Petrol,302,1657
771,HONDA,HONDA Civic,1996,Petrol,302,1657
772,HONDA,HONDA Civic,1996,Petrol,302,1677
773,HONDA,HONDA Civic,1996,Petrol,302,1618
774,HONDA,HONDA Civic,1996,Petrol,302,1618
775,HONDA,HONDA Civic,1996,Petrol,302,1618
776,HONDA,HONDA Civic,988,Petrol,410,1206
777,HONDA,HONDA Civic,988,Petrol,410,1206
778,HONDA,HONDA Civic,988,Petrol,410,1228
779,HONDA,HONDA Civic,988,Petrol,410,1228
780,HONDA,HONDA Civic,988,Petrol,410,1228
781,HONDA,HONDA Civic,988,Petrol,410,1228
782,HONDA,HONDA Civic,988,Petrol,410,1228
783,HONDA,HONDA Civic,988,Petrol,410,1228
784,HONDA,HONDA Civic,988,Petrol,410,1228
785,HONDA,HONDA Civic,988,Petrol,304,1303
786,HONDA,HONDA Civic,988,Petrol,304,1303
787,HONDA,HONDA Civic,988,Petrol,304,1325
788,HONDA,HONDA Civic,988,Petrol,304,1325
789,HONDA,HONDA Civic,988,Petrol,304,1325
790,HONDA,HONDA Civic,988,Petrol,304,1325
791,HONDA,HONDA Civic,988,Petrol,304,1325
792,HONDA,HONDA Civic,988,Petrol,304,1325
793,HONDA,HONDA Civic,988,Petrol,304,1325
794,HONDA,HONDA Civic,988,Petrol,304,1345
795,HONDA,HONDA Civic,988,Petrol,304,1345
796,HONDA,HONDA Civic,988,Petrol,410,1206
797,HONDA,HONDA Civic,988,Petrol,410,1206
798,HONDA,HONDA Civic,988,Petrol,410,1228
799,HONDA,HONDA Civic,988,Petrol,410,1228
800,HONDA,HONDA Civic,988,Petrol,410,1228
801,HONDA,HONDA Civic,988,Petrol,410,1228
802,HONDA,HONDA Civic,988,Petrol,410,1247
803,HONDA,HONDA Civic,988,Petrol,304,1303
804,HONDA,HONDA Civic,988,Petrol,304,1303
805,HONDA,HONDA Civic,988,Petrol,304,1325
806,HONDA,HONDA Civic,988,Petrol,304,1325
807,HONDA,HONDA Civic,988,Petrol,304,1325
808,HONDA,HONDA Civic,988,Petrol,304,1345
809,HONDA,HONDA Civic,988,Petrol,304,1345
810,HONDA,HONDA Civic,988,Petrol,410,1148
811,HONDA,HONDA Civic,988,Petrol,410,1168
812,HONDA,HONDA Civic,988,Petrol,410,1168
813,HONDA,HONDA Civic,988,Petrol,410,1188
814,HONDA,HONDA Civic,988,Petrol,410,1188
815,HONDA,HONDA Civic,988,Petrol,410,1188
816,HONDA,HONDA Civic,988,Petrol,410,1188
817,HONDA,HONDA Civic,988,Petrol,410,1188
818,HONDA,HONDA Civic,988,Petrol,410,1188
819,HONDA,HONDA Civic,988,Petrol,410,1206
820,HONDA,HONDA Civic,988,Petrol,410,1206
821,HONDA,HONDA Civic,988,Petrol,410,1206
822,HONDA,HONDA Civic,988,Petrol,410,1206
823,HONDA,HONDA Civic,988,Petrol,410,1206
824,HONDA,HONDA Civic,988,Petrol,304,1265
825,HONDA,HONDA Civic,988,Petrol,304,1265
826,HONDA,HONDA Civic,988,Petrol,304,1265
827,HONDA,HONDA Civic,988,Petrol,304,1285
828,HONDA,HONDA Civic,988,Petrol,304,1285
829,HONDA,HONDA Civic,988,Petrol,304,1285
830,HONDA,HONDA Civic,988,Petrol,304,1285
831,HONDA,HONDA Civic,988,Petrol,304,1285
832,HONDA,HONDA Civic,988,Petrol,304,1285
833,HONDA,HONDA Civic,988,Petrol,304,1285
834,HONDA,HONDA Civic,988,Petrol,304,1285
835,HONDA,HONDA Civic,1498,Petrol,228,1188
836,HONDA,HONDA Civic,1498,Petrol,228,1188
837,HONDA,HONDA Civic,1498,Petrol,228,1188
838,HONDA,HONDA Civic,1498,Petrol,187,1285
839,HONDA,HONDA Civic,1498,Petrol,187,1285
840,HONDA,HONDA Civic,1498,Petrol,187,1303
841,HONDA,HONDA Civic,1996,Petrol,302,1657
842,HONDA,HONDA Civic,1996,Petrol,302,1657
843,HONDA,HONDA Civic,1996,Petrol,302,1657
844,HONDA,HONDA Civic,1996,Petrol,302,1677
845,HONDA,HONDA Civic,1996,Petrol,302,1637
846,HONDA,HONDA Civic,1996,Petrol,302,1618
847,HONDA,HONDA Civic,1996,Petrol,302,1618
848,HONDA,HONDA Civic,1996,Petrol,302,1618
849,HONDA,HONDA CR-V,1498,Petrol,185,1558
850,HONDA,HONDA CR-V,1498,Petrol,185,1558
851,HONDA,HONDA CR-V,1498,Petrol,185,1558
852,HONDA,HONDA CR-V,1498,Petrol,185,1558
853,HONDA,HONDA CR-V,1498,Petrol,185,1576
854,HONDA,HONDA CR-V,1498,Petrol,185,1576
855,HONDA,HONDA CR-V,1498,Petrol,185,1576
856,HONDA,HONDA CR-V,1498,Petrol,185,1576
857,HONDA,HONDA CR-V,1498,Petrol,154,1735
858,HONDA,HONDA CR-V,1498,Petrol,154,1735
859,HONDA,HONDA CR-V,1498,Petrol,154,1735
860,HONDA,HONDA CR-V,1498,Petrol,154,1752
861,HONDA,HONDA CR-V,1498,Petrol,154,1752
862,HONDA,HONDA CR-V,1498,Petrol,153,1421
863,HONDA,HONDA CR-V,1498,Petrol,153,1440
864,HONDA,HONDA CR-V,1498,Petrol,153,1440
865,HONDA,HONDA CR-V,1498,Petrol,153,1440
866,HONDA,HONDA CR-V,1498,Petrol,153,1440
867,HONDA,HONDA CR-V,1498,Petrol,153,1440
868,HONDA,HONDA CR-V,1498,Petrol,153,1440
869,HONDA,HONDA CR-V,1498,Petrol,153,1440
870,HONDA,HONDA CR-V,1498,Petrol,153,1440
871,HONDA,HONDA CR-V,1498,Petrol,153,1440
872,HONDA,HONDA CR-V,1498,Petrol,153,1459
873,HONDA,HONDA CR-V,1498,Petrol,153,1459
874,HONDA,HONDA CR-V,1498,Petrol,153,1440
875,HONDA,HONDA CR-V,1498,Petrol,153,1440
876,HONDA,HONDA CR-V,1498,Petrol,153,1440
877,HONDA,HONDA CR-V,1498,Petrol,153,1440
878,HONDA,HONDA CR-V,1498,Petrol,153,1440
879,HONDA,HONDA CR-V,1498,Petrol,153,1459
880,HONDA,HONDA CR-V,1498,Petrol,153,1459
881,HONDA,HONDA CR-V,1498,Petrol,153,1459
882,HONDA,HONDA CR-V,1498,Petrol,153,1459
883,HONDA,HONDA CR-V,1498,Petrol,153,1459
884,HONDA,HONDA CR-V,1498,Petrol,153,1459
885,HONDA,HONDA CR-V,1498,Petrol,153,1479
886,HONDA,HONDA CR-V,1498,Petrol,153,1479
887,HONDA,HONDA CR-V,1498,Petrol,185,1520
888,HONDA,HONDA CR-V,1498,Petrol,185,1520
889,HONDA,HONDA CR-V,1498,Petrol,185,1536
890,HONDA,HONDA CR-V,1498,Petrol,185,1536
891,HONDA,HONDA CR-V,1498,Petrol,185,1536
892,HONDA,HONDA CR-V,1498,Petrol,185,1536
893,HONDA,HONDA CR-V,1498,Petrol,185,1536
894,HONDA,HONDA CR-V,1498,Petrol,185,1558
895,HONDA,HONDA CR-V,1498,Petrol,185,1558
896,HONDA,HONDA CR-V,1498,Petrol,185,1558
897,HONDA,HONDA CR-V,1498,Petrol,154,1735
898,HONDA,HONDA CR-V,1498,Petrol,154,1735
899,HONDA,HONDA CR-V,1498,Petrol,154,1735
900,HONDA,HONDA CR-V,1498,Petrol,154,1735
901,HONDA,HONDA CR-V,1498,Petrol,154,1735
902,HONDA,HONDA CR-V,1498,Petrol,154,1752
903,HONDA,HONDA CR-V,1498,Petrol,154,1752
904,HONDA,HONDA CR-V,1498,Petrol,185,1536
905,HONDA,HONDA CR-V,1498,Petrol,185,1536
906,HONDA,HONDA CR-V,1498,Petrol,185,1536
907,HONDA,HONDA CR-V,1498,Petrol,185,1536
908,HONDA,HONDA CR-V,1498,Petrol,185,1536
909,HONDA,HONDA CR-V,1498,Petrol,185,1536
910,HONDA,HONDA CR-V,1498,Petrol,185,1558
911,HONDA,HONDA CR-V,1498,Petrol,185,1558
912,HONDA,HONDA CR-V,1498,Petrol,185,1558
913,HONDA,HONDA CR-V,1498,Petrol,185,1558
914,HONDA,HONDA CR-V,1498,Petrol,154,1735
915,HONDA,HONDA CR-V,1498,Petrol,154,1735
916,HONDA,HONDA CR-V,1498,Petrol,154,1735
917,HONDA,HONDA CR-V,1498,Petrol,154,1735
918,HONDA,HONDA CR-V,1498,Petrol,154,1752
919,HONDA,HONDA CR-V,1498,Petrol,154,1752
920,HONDA,HONDA CR-V,1498,Petrol,154,1752
921,HONDA,HONDA CR-V,1993,Petrol,342,1440
922,HONDA,HONDA CR-V,1993,Petrol,342,1440
923,HONDA,HONDA CR-V,1993,Petrol,342,1440
924,HONDA,HONDA CR-V,1993,Petrol,342,1440
925,HONDA,HONDA CR-V,1993,Petrol,342,1459
926,HONDA,HONDA CR-V,1993,Petrol,342,1459
927,HONDA,HONDA CR-V,1993,Petrol,342,1459
928,HONDA,HONDA CR-V,1993,Petrol,342,1459
929,HONDA,HONDA CR-V,1993,Petrol,342,1459
930,HONDA,HONDA CR-V,1993,Petrol,342,1459
931,HONDA,HONDA CR-V,1993,Petrol,273,1345
932,HONDA,HONDA CR-V,1993,Petrol,273,1345
933,HONDA,HONDA CR-V,1993,Petrol,273,1345
934,HONDA,HONDA CR-V,1993,Petrol,273,1345
935,HONDA,HONDA CR-V,1993,Petrol,273,1345
936,HONDA,HONDA CR-V,1993,Petrol,273,1345
937,HONDA,HONDA CR-V,1993,Petrol,273,1345
938,HONDA,HONDA CR-V,1993,Petrol,273,1362
939,HONDA,HONDA CR-V,1993,Petrol,273,1362
940,HONDA,HONDA CR-V,1993,Petrol,273,1362
941,HONDA,HONDA CR-V,1993,Petrol,273,1362
942,HONDA,HONDA CR-V,1993,Petrol,273,1345
943,HONDA,HONDA CR-V,1993,Petrol,273,1345
944,HONDA,HONDA CR-V,1993,Petrol,273,1345
945,HONDA,HONDA CR-V,1993,Petrol,273,1345
946,HONDA,HONDA CR-V,1993,Petrol,273,1345
947,HONDA,HONDA CR-V,1993,Petrol,273,1362
948,HONDA,HONDA CR-V,1993,Petrol,273,1362
949,HONDA,HONDA CR-V,1993,Petrol,273,1362
950,HONDA,HONDA CR-V,1993,Petrol,342,1421
951,HONDA,HONDA CR-V,1993,Petrol,342,1421
952,HONDA,HONDA CR-V,1993,Petrol,342,1421
953,HONDA,HONDA CR-V,1993,Petrol,342,1440
954,HONDA,HONDA CR-V,1993,Petrol,342,1440
955,HONDA,HONDA CR-V,1993,Petrol,342,1440
956,HONDA,HONDA CR-V,1993,Petrol,342,1440
957,HONDA,HONDA CR-V,1993,Petrol,342,1440
958,HONDA,HONDA CR-V,1993,Petrol,342,1459
959,HONDA,HONDA CR-V,1993,Petrol,273,1345
960,HONDA,HONDA CR-V,1993,Petrol,273,1345
961,HONDA,HONDA CR-V,1993,Petrol,273,1345
962,HONDA,HONDA CR-V,1993,Petrol,273,1345
963,HONDA,HONDA CR-V,1993,Petrol,273,1345
964,HONDA,HONDA CR-V,1993,Petrol,273,1362
965,HONDA,HONDA CR-V,1993,Petrol,273,1362
966,HONDA,HONDA CR-V,1993,Petrol,273,1362
967,HONDA,HONDA CR-V,1993,Petrol,273,1362
968,HONDA,HONDA CR-V,1993,Petrol,342,1421
969,HONDA,HONDA CR-V,1993,Petrol,342,1440
970,HONDA,HONDA CR-V,1993,Petrol,342,1440
971,HONDA,HONDA CR-V,1993,Petrol,342,1440
972,HONDA,HONDA CR-V,1993,Petrol,342,1440
973,HONDA,HONDA CR-V,1993,Petrol,342,1440
974,HONDA,HONDA CR-V,1993,Petrol,342,1440
975,HONDA,HONDA CR-V,1993,Petrol,342,1459
976,HONDA,HONDA CR-V,1993,Petrol,96,1403
977,HONDA,HONDA CR-V,1993,Petrol,96,1403
978,HONDA,HONDA CR-V,1993,Petrol,96,1403
979,HONDA,HONDA CR-V,1993,Petrol,96,1403
980,HONDA,HONDA CR-V,1993,Petrol,96,1403
981,HONDA,HONDA CR-V,1993,Petrol,96,1403
982,HONDA,HONDA CR-V,1993,Petrol,96,1421
983,HONDA,HONDA CR-V,1993,Petrol,96,1421
984,HONDA,HONDA CR-V,1993,Petrol,96,1421
985,HONDA,HONDA CR-V,1993,Petrol,96,1421
986,HONDA,HONDA CR-V,1993,Petrol,96,1421
987,HONDA,HONDA CR-V,1993,Petrol,88,1285
988,HONDA,HONDA CR-V,1993,Petrol,88,1303
989,HONDA,HONDA CR-V,1993,Petrol,88,1303
990,HONDA,HONDA CR-V,1993,Petrol,88,1303
